driverId,name,ssn,location,certified,wage-plan
54,Diana Gutierrez,282-65-0801,"64143 Rice Spring
Brownmouth, NM 33128",N,miles
55,David Fleming,516-73-7498,"118 Shannon Port
Williamsport, IL 64934",Y,miles
56,Judy Crawford,051-03-9768,"567 Clark Pine
Philliphaven, DC 89276",N,miles
57,Peter Collins,491-70-6990,"26192 Ball Pines Suite 202
Barkertown, TX 33595",Y,miles
58,Frederick Tucker,427-97-1278,"23855 Leah Villages Apt. 343
West Annaburgh, WV 75336",N,hours
59,Tammy Walker,188-99-1333,"Unit 7338 Box 2534
DPO AP 44061",Y,miles
60,Courtney Thomas,785-48-2193,"3524 Melissa Circle
Weissborough, VT 32495",N,miles
61,Daniel Guerrero,349-66-0940,"3174 Olson Neck Suite 531
West Deborah, AZ 79983",N,miles
62,Curtis Zamora,801-16-4940,"0252 Conner Unions
New Joshua, ND 58830",N,hours
63,Mark Clayton,279-08-4345,"5176 Richardson Ramp
South Cherylchester, MI 57650",N,hours
64,Donna Farrell,555-24-7216,"087 Bianca Plains
New Kurtport, TN 32195",Y,hours
65,Kathy Weaver,655-39-4707,"500 Robinson Cliffs Suite 137
Garrisonmouth, AR 37529",Y,hours
66,Tracy Martinez,138-71-1967,"8104 David Oval
Millschester, MN 05442",N,hours
67,Carlos Kennedy,462-29-7753,"984 Kelly Canyon Apt. 026
Port Robinfort, PA 67769",Y,miles
68,Patricia Roberts,055-20-3731,"USNV Walton
FPO AA 55165",Y,miles
69,Terri Davis,669-63-3514,"80271 Mathew Gardens Suite 265
Lake Tracychester, MN 17027",N,miles
70,Amy Kline,797-98-2322,"8640 Reynolds Cove
New Chelsea, NC 18395",N,hours
71,Dominique Lopez,605-45-2726,"5826 Taylor Court
Tiffanymouth, TX 07225",Y,hours
72,James Anderson,330-30-4112,"308 Payne Light Suite 432
Silvaside, MH 30701",Y,miles
73,Timothy Dunn,045-80-8133,"0423 Gonzalez Brooks
Port Jamesmouth, GA 69089",Y,miles
74,Troy Moore,825-94-4825,"31236 Amber Drives Suite 023
Williamsview, MD 35401",N,miles
75,Amy Martin,105-08-8939,"0240 Harding Cliff Suite 803
New Michael, AL 32154",Y,hours
76,Michael Cameron,530-91-6834,"2205 Misty Green
South Jamieborough, ND 46114",N,miles
77,Lindsay Jones,373-07-1120,"995 Katherine Lake Apt. 455
Barberfurt, IL 96134",Y,miles
78,Madison Soto,719-03-7732,"71633 Mindy Locks
Michaelport, CT 54087",Y,hours
79,Peter Mckinney,084-13-2913,"038 Christopher Brook
New Rogerfurt, RI 33731",N,miles
80,Mark Hoover,357-83-9255,"2995 Erickson Trace
New Lisa, WY 51271",Y,miles
81,Glenn Sullivan,020-97-5350,"384 Kelsey Prairie Suite 227
West Kevinview, NM 72797",N,miles
82,Tracy Freeman,505-39-9237,"03888 Patton Landing
Ruizhaven, SD 50887",Y,hours
83,Brandon Dalton,253-97-2504,"060 Nelson Knolls
West Michelle, SC 23946",Y,miles
84,Brenda Gonzalez,253-32-2549,"4613 Lisa Greens Suite 374
Christopherport, IL 91666",Y,miles
85,Kayla Fletcher,276-33-9264,"Unit 6412 Box 5203
DPO AA 54073",N,miles
86,Gerald Frazier,374-81-0451,"8463 Mcdaniel Village
Seanberg, IN 68749",N,hours
87,Leah Reyes,440-98-5335,"6593 Laura Fork Suite 697
West Brian, CA 14168",Y,miles
88,Russell Mcdonald,857-55-8955,"17008 Hannah Street Suite 143
Port Courtney, MP 43677",N,hours
89,Alan Johnson,212-15-9408,"Unit 7111 Box 3056
DPO AE 56605",Y,miles
90,Tonya Johnson,159-18-8891,"14064 Moran Summit Apt. 955
Harrisonmouth, SD 83701",N,miles
91,Vanessa Smith,736-74-0288,"589 Stephanie Flat
Kayleeview, MA 76347",N,hours
92,Jessica Harrison,725-69-9192,"26548 Joseph Vista
Fieldsfurt, CO 66057",Y,miles
93,Richard Walsh,854-88-1452,"899 Hudson Mill
East Johnview, MO 93255",N,hours
94,Rebecca Wilkins,096-12-2140,"660 Richards Alley Apt. 765
Lake Brandy, DE 97416",N,miles
95,Victor Nelson,391-08-2631,"879 Stanley Hollow Apt. 381
Janetmouth, CT 57628",Y,hours
96,Cynthia Clark,280-70-3484,"9730 Stone Cliffs Apt. 713
West Morganburgh, AK 53503",Y,hours
97,Brian Pugh,123-47-5711,"USS Ali
FPO AA 71893",Y,hours
98,Jon Dunlap,712-66-2897,"65393 Hensley Ports Apt. 830
North Debrahaven, MS 05976",Y,miles
99,George Davis,119-30-8299,"28886 Crawford Valleys
Harrisonstad, DC 76354",N,hours
100,Donna Rodriguez,613-07-6498,"85999 Costa Track
Williamsfurt, PR 79266",N,hours
101,Anna Hayes,519-22-6327,"4600 Tina Junctions
South Lauraside, CA 06347",Y,hours
102,Valerie Jordan,012-98-7251,"87379 Derrick Lock
North Kristinmouth, IA 48243",Y,miles
103,Yolanda Anderson,117-88-0259,"6587 Anthony Valleys Suite 837
Ryanburgh, SC 64177",N,miles
104,David Brown,781-45-1859,"19688 Gray Village
Port Davidmouth, DE 63143",N,miles
105,Dakota Gonzales,030-26-1018,"83802 Davis Way
Joelfort, FM 69993",N,miles
106,Michele Neal,356-91-3495,"7315 Laura Estate
Fosterberg, FM 59160",Y,hours
107,Richard Larson,225-90-5261,"3177 Steven Mall Suite 280
Jonesberg, FM 65122",N,miles
108,Karen Roberts,429-75-9502,"0872 Smith Estate
New Jonathan, KS 70775",N,miles
109,Erica Brown,655-44-5087,"649 Patricia Islands
North Matthew, OH 81190",N,miles
